"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20060035099","38157","101706"
"T20060035136","1175","7111"
"T20060035153","206445","8504"
"T20060035188","35636","1022"
"T20060035198","41585","6121"
"T20060035204","944","7316"
"T20060035212","37532","9637"
"T20060035291","36221","9522"
"T20060035342","29950","7780"
"T20060035366","36093","100512"
"T20060035373","35843","7211"
"T20060035392","49883","100146"
"T20060035399","43858","7154"
"T20060035400","44601","8927"
"T20060035410","41116","9926"
"T20060035460","37872","9358"
"T20060035471","49990","7730"
"T20060035518","52690","2204"
"T20060035529","43044","9224"
"T20060035550","40484","8992"
"T20060035570","29416","9692"
"T20060035639","29836","9639"
"T20060035682","43748","8799"
"T20060035715","43584","7434"
"T20060035716","41973","6101"
"T20060035725","49175","1125"
"T20060035728","726","5990"
"T20060035737","892","6962"
"T20060035750","45879","6267"
"T20060035774","43053","9226"
"T20060035790","55916","1129"
"T20060035844","35631","6966"
"T20060035848","49325","4280"
"T20060035914","36230","9612"
"T20060035936","35371","9680"
"T20060036022","11180","7035"
"T20060036073","51145","3180"
"T20060036167","44317","9995"
"T20060036170","41527","101904"
"T20060036214","47884","5737"
"T20060036231","209509","3039"
"T20060036242","40888","5727"
"T20060036254","906","7244"
"T20060036285","206571","5604"
"T20060036312","49649","7608"
"T20060036410","43632","6987"
"T20060036445","36945","9708"
"T20060036491","713","6297"
"T20060036493","514","5430"
"T20060036584","35737","7079"
"T20060036592","55362","1165"
"T20060036703","32858","6812"
"T20060036704","119","9806"
"T20060036748","41779","6170"
"T20060036810","40888","5727"
"T20060037024","29486","9261"
"T20060037050","46278","6197"
"T20060037065","1316","8777"
"T20060037066","42819","6843"
"T20060037165","29821","9448"
"T20060037189","39842","5428"
"T20060037198","39785","5546"
"T20060037214","35596","6434"
"T20060037234","39765","5273"
"T20060037287","39777","5401"
"T20060037324","49683","1003"
"T20060037477","48329","5325"
"T20060037489","35724","9919"
"T20060037504","42815","6803"
"T20060037514","30030","2478"
"T20060037515","40772","5921"
"T20060037530","50704","8037"
"T20060037595","29710","6695"
"T20060037609","57472","9724"
"T20060037651","371","9802"
"T20060037699","42518","6442"
"T20060037702","35408","9851"
"T20060037728","36519","7276"
"T20060037740","1172","7099"
"T20060037842","131892","6801"
"T20060037859","44193","5003"
"T20060037879","29667","6103"
"T20060037922","41894","6111"
"T20060037938","38482","5073"
"T20060037985","45938","9626"
"T20060038091","37702","5742"
"T20060038103","42015","6425"
"T20060038120","43631","6965"
"T20060038128","514","5430"
"T20060038130","41635","6100"
"T20060038152","42146","6569"
"T20060038171","40989","5857"
"T20060038195","899","7153"
"T20060038286","234871","8927"
"T20060038294","33879","1002"
"T20060038313","36948","8706"
"T20060038320","44621","9132"
"T20060038326","39605","5466"
"T20060038333","39774","5307"
"T20060038337","12256","9134"
"T20060038353","38198","8837"
"T20060038364","41360","6206"
"T20060038376","52933","2398"
"T20060038415","83","9595"
"T20060038440","29627","5662"
"T20060038493","301937","8923"
"T20060038563","36529","6727"
"T20060038597","10592","1000"
"T20060038612","37019","7008"
"T20060038628","29836","9639"
"T20060038713","37297","9214"
"T20060038761","58068","103142"
"T20060038765","39715","5253"
"T20060038776","41366","6212"
"T20060038817","29387","9715"
"T20060038867","29464","9836"
"T20060038868","934","7270"
"T20060038875","793","1000"
"T20060038908","43633","6885"
"T20060038936","40620","5894"
"T20060038953","43531","7321"
"T20060038984","39521","5481"
"T20060038984","39521","5485"
"T20060039003","57521","5852"
"T20060039009","37894","9298"
"T20060039037","29813","9381"
"T20060039040","52770","2295"
"T20060039049","40612","5763"
"T20060039114","38688","9596"
"T20060039138","38858","8748"
"T20060039159","43282","6977"
"T20060039175","71201","7049"
"T20060039179","49034","101536"
"T20060039189","42859","8937"
"T20060039199","40894","5731"
"T20060039225","44433","9207"
"T20060039354","41713","5970"
"T20060039389","49800","7678"
"T20060039402","40919","5783"
"T20060039431","15430","7821"
"T20060039466","83","9595"
"T20060039494","45322","9326"
"T20060039571","38483","5070"
"T20060039606","50095","7768"
"T20060039716","52337","1387"
"T20060039728","260","103330"
"T20060039741","35343","8778"
"T20060039747","53345","8013"
"T20060039766","39492","5292"
"T20060039775","36983","9773"
"T20060039783","40904","5590"
"T20060039877","44365","103325"
"T20060039889","29592","9867"
"T20060039904","41385","6216"
"T20060040003","43287","7003"
"T20060040100","73111","7486"
"T20060040108","40942","5828"
"T20060040133","49968","7722"
"T20060040145","43367","1022"
"T20060040155","1323","8838"
"T20060040166","29372","9496"
"T20060040168","206893","9492"
"T20060040183","39557","5440"
"T20060040184","44081","7532"
"T20060040206","55960","7821"
"T20060040251","552","103332"
"T20060040253","35737","7079"
"T20060040276","36321","6597"
"T20060040283","29506","5043"
"T20060040308","50981","100209"
"T20060040323","41933","6040"
"T20060040357","53325","1252"
"T20060040440","49343","3030"
"T20060040451","39558","5448"
"T20060040519","43772","9028"
"T20060040523","1323","8838"
"T20060040526","35784","7797"
"T20060040547","73449","1009"
"T20060040566","35562","6162"
"T20060040620","29867","5441"
"T20060040655","42197","6549"
"T20060040657","55216","5698"
"T20060040667","42744","6628"
"T20060040692","42744","6628"
"T20060040718","52494","1024"
"T20060040725","39492","5292"
"T20060040727","39853","5285"
"T20060040757","35683","8926"
"T20060040808","726","5990"
"T20060040817","55965","1254"
"T20060040835","43431","7351"
"T20060040879","39905","9781"
"T20060040934","44458","9173"
"T20060040971","41261","103324"
"T20060040993","58780","3066"
"T20060040997","35532","102339"
"T20060041026","70828","6838"
"T20060041061","38737","9507"
"T20060041092","42746","6610"
"T20060041102","56014","2434"
"T20060041120","1322","8814"
"T20060041151","119","9806"
"T20060041155","15406","7740"
"T20060041165","55632","4028"
"T20060041180","43143","6681"
"T20060041249","54051","1295"
"T20060041336","534","5396"
"T20060041340","52445","1223"
"T20060041501","83","9595"
"T20060041619","29416","9692"
"T20060041646","55630","7273"
"T20060041649","55631","7364"
"T20060041661","1188","9217"
"T20060041700","45133","9318"
"T20060041711","33702","5907"
"T20060041715","38056","9285"
"T20060041727","35666","10007"
"T20060041762","22","9553"
"T20060041783","41936","6056"
"T20060041821","50545","7795"
"T20060041890","40525","5879"
"T20060041921","36019","9329"
"T20060041940","46819","9811"
"T20060041999","35346","9808"
"T20060042001","37855","9253"
"T20060042031","48950","5355"
"T20060042119","53325","1252"
"T20060042170","37894","9298"
"T20060042452","51684","4226"
"T20060042459","42661","6513"
"T20060042525","49826","103315"
"T20060042652","35320","7284"
"T20060042662","344","9918"
"T20060042684","424","5104"
"T20060042717","36945","9708"
"T20060042733","38578","9759"
"T20060042790","15202","3092"
"T20060042810","51348","4022"
"T20060042825","46197","6606"
"T20060042837","53325","1252"
"T20060042911","17632","3146"
"T20060042925","41802","6092"
"T20060042985","37597","9830"
"T20060043047","29710","6695"
"T20060043070","10929","7113"
"T20060043118","29816","9426"
"T20060043133","45650","9279"
"T20060043137","53276","8963"
"T20060043190","42515","6409"
"T20060043205","16807","8018"
"T20060043207","49729","7642"
"T20060043218","622","5931"
"T20060043225","39191","5256"
"T20060043238","48286","9930"
"T20060043276","44366","101366"
"T20060043291","692","8741"
"T20060043308","48839","9042"
"T20060043360","883","9196"
"T20060043395","54453","9737"
"T20060043423","42200","6577"
"T20060043431","40857","9193"
"T20060043481","43855","7123"
"T20060043525","52239","1284"
"T20060043575","676","8731"
"T20060043603","43584","7434"
"T20060043684","29364","9493"
"T20060043700","207203","6287"
"T20060043776","29425","9710"
"T20060043778","50848","3023"
"T20060043787","35315","6779"
"T20060043844","56018","1381"
"T20060043920","1323","8838"
"T20060043935","72071","7310"
"T20060043942","40643","5611"
"T20060044016","43973","7470"
"T20060044025","612","5758"
"T20060044046","49991","101874"
"T20060044063","29637","6175"
"T20060044177","55646","100458"
"T20060044246","29816","9426"
"T20060044270","44245","8590"
"T20060044278","627","5612"
"T20060044339","29767","7200"
"T20060044399","53127","1241"
"T20060044456","68135","5946"
"T20060044510","45879","6267"
"T20060044518","49840","7697"
"T20060044634","43655","7024"
"T20060044640","41342","6203"
"T20060044655","41148","9945"
"T20060044659","37962","9268"
"T20060044713","36291","9621"
"T20060044716","35526","5599"
"T20060044781","50015","7739"
"T20060044784","40194","8986"
"T20060044794","43220","7005"
"T20060044813","587","5893"
"T20060044817","43858","7154"
"T20060044838","37704","5739"
"T20060044890","39785","5546"
"T20060044895","627","5612"
"T20060044938","59561","3221"
"T20060044939","40093","9858"
"T20060044965","56283","8545"
"T20060044974","49903","101838"
"T20060044978","57354","8730"
"T20060044979","29435","8909"
"T20060044991","37019","7008"
"T20060045053","29755","8715"
"T20060045059","70548","6743"
"T20060045126","925","9238"
"T20060045145","55700","5571"
"T20060045149","29764","7159"
"T20060045191","55701","102106"
"T20060045207","38419","5222"
"T20060045208","72236","1195"
"T20060045214","10893","7605"
"T20060045329","47812","6145"
"T20060045336","46379","6967"
"T20060045354","35861","5786"
"T20060045355","43634","6902"
"T20060045360","59756","4220"
"T20060045389","57305","4183"
"T20060045482","29576","5278"
"T20060045483","45118","9433"
"T20060045547","56094","6293"
"T20060045550","47518","100509"
"T20060045551","43643","6995"
"T20060045590","35407","9838"
"T20060045700","944","7316"
"T20060045733","14250","5691"
"T20060045742","52665","2160"
"T20060045746","51561","4173"
"T20060045797","43220","7005"
"T20060045812","42815","6803"
"T20060045843","45825","100462"
"T20060045928","35579","6376"
"T20060045999","52871","2387"
"T20060046017","44912","9431"
"T20060046019","40905","5589"
"T20060046027","41812","5934"
"T20060046075","29746","6961"
"T20060046183","55876","6131"
"T20060046184","42197","6549"
"T20060046247","36079","100443"
"T20060046283","29836","9639"
"T20060046389","935","7281"
"T20060046412","260","103330"
"T20060046420","211064","6254"
"T20060046425","46126","5752"
"T20060046454","43152","6692"
"T20060046461","44912","9431"
"T20060046491","29486","9261"
"T20060046548","45825","100462"
"T20060046566","60860","2395"
"T20060046574","39558","5448"
"T20060046605","36221","9522"
"T20060046626","45344","9319"
"T20060046691","54191","9732"
"T20060046698","35642","7427"
"T20060046713","680","101376"
"T20060046715","53401","2302"
"T20060046739","35785","7797"
"T20060046771","29396","100875"
"T20060046852","33702","5907"
"T20060046866","208158","6044"
"T20060046882","30031","102503"
"T20060046947","40484","8992"
"T20060046949","29821","9448"
"T20060047097","45002","9418"
"T20060047112","36212","6844"
"T20060047113","29486","9261"
"T20060047119","45344","9319"
"T20060047135","39742","5532"
"T20060047237","42197","6549"
"T20060047320","534","5396"
"T20060047357","35579","6376"
"T20060047403","36307","8795"
"T20060047467","29836","9639"
"T20060047478","22","9553"
"T20060047485","29416","9692"
"T20060047496","46195","6207"
"T20060047505","38578","9759"
"T20060047718","35936","9325"
"T20060047771","42460","6593"
"T20060047804","29746","6961"
"T20060047849","46208","9339"
"T20060047885","680","101376"
"T20060047899","52871","2387"
"T20060047944","37911","9436"
"T20060047961","46460","101207"
"T20060048037","43107","6857"
"T20060048097","16803","8013"
"T20060048138","29387","9715"
"T20060048155","38313","5174"
"T20060048206","43923","7357"
"T20060048216","795","6354"
"T20060048274","39504","5496"
"T20060048283","43857","7150"
"T20060048312","29651","103334"
"T20060048376","29559","5437"
"T20060048465","343","5398"
"T20060048468","57654","7346"
"T20060048523","37496","5208"
"T20060048532","890","6920"
"T20060048546","36221","9522"
"T20060048552","210093","7071"
"T20070000030","42466","6393"
"T20070000052","552","103332"
"T20070000089","39679","5573"
"T20070000188","795","6354"
"T20070000364","50852","3024"
"T20070000414","56288","7791"
"T20070000437","37788","5660"
"T20070000449","57539","6041"
"T20070000509","44601","8927"
"T20070000529","39455","5484"
"T20070000539","50166","7809"
"T20070000543","36593","5044"
"T20070000553","39557","5440"
"T20070000578","641","5875"
"T20070000636","29386","9497"
"T20070000669","37592","9826"
"T20070000684","29867","5441"
"T20070000719","35634","7071"
"T20070000773","504","5504"
"T20070000783","35408","9851"
"T20070000838","56000","9652"
"T20070000851","49134","5233"
"T20070000868","43628","6963"
"T20070000910","49982","101807"
"T20070000941","19446","4246"
"T20070000971","38572","8912"
"T20070000973","50760","103190"
"T20070001026","40923","5790"
"T20070001043","56387","7948"
"T20070001149","55791","6593"
"T20070001181","56097","7490"
"T20070001251","42750","6641"
"T20070001252","38442","5079"
"T20070001267","36737","6517"
"T20070001284","35308","9579"
"T20070001412","46543","1004"
"T20070001488","934","7270"
"T20070001509","39553","5416"
"T20070001569","45461","9414"
"T20070001616","207302","2035"
"T20070001639","29836","9639"
"T20070001675","47157","100031"
"T20070001687","35824","103336"
"T20070001712","29387","9715"
"T20070001764","44630","4212"
"T20070001823","587","5893"
"T20070001916","45500","8774"
"T20070001931","49791","7676"
"T20070001945","39227","5435"
"T20070001958","49818","7688"
"T20070001989","56013","5206"
"T20070002086","56109","8845"
"T20070002133","35315","6779"
"T20070002191","36210","9572"
"T20070002200","36796","6918"
"T20070002240","47518","100509"
"T20070002250","42815","6803"
"T20070002328","56172","102148"
"T20070002359","17722","3095"
"T20070002363","29386","9497"
"T20070002436","51496","4158"
"T20070002443","40894","5731"
"T20070002549","36898","102302"
"T20070002575","40564","5616"
"T20070002618","1246","9385"
"T20070002702","70817","6835"
"T20070002720","169","9602"
"T20070002722","929","7192"
"T20070002723","57489","5608"
"T20070002739","44636","9223"
"T20070002779","36321","6597"
"T20070002784","43096","6606"
"T20070002812","37713","9782"
"T20070002879","46908","9427"
"T20070002903","41927","6021"
"T20070002921","43282","6977"
"T20070002975","37587","9796"
"T20070003010","38242","8703"
"T20070003013","42474","6411"
"T20070003015","49152","6253"
"T20070003032","1323","8838"
"T20070003055","35407","9838"
"T20070003067","36160","7278"
"T20070003086","29755","8715"
"T20070003096","35320","7284"
"T20070003100","43444","7274"
"T20070003102","41244","9079"
"T20070003161","40500","5730"
"T20070003175","45938","9626"
"T20070003220","1275","9478"
"T20070003325","46695","6390"
"T20070003366","1177","7112"
"T20070003398","40816","5597"
"T20070003433","29416","9692"
"T20070003444","1246","9385"
"T20070003476","40918","5755"
"T20070003476","40918","102147"
"T20070003494","29744","7422"
"T20070003540","29591","9897"
"T20070003558","35546","6032"
"T20070003580","56309","9562"
"T20070003593","50099","7770"
"T20070003594","36160","7278"
"T20070003595","36945","9708"
"T20070003638","383","5707"
